categoryA,categoryC,featureD,featureE,featureF,compositionC,unit,result
49,341,122.299437237519,30.8319059046492,0.0,26.0,13,0.0283933170029574
123,341,122.299437237519,30.8319059046492,0.0,26.0,16,0.8022032114607736
90,142,122.299437237519,30.8319059046492,0.0,26.0,1,0.0040602030101505
101,1482,122.299437237519,30.8319059046492,0.0,26.0,12,0.0469928348513926
12,1482,122.299437237519,30.8319059046492,0.0,26.0,0,0.3039199939389347
123,1402,122.299437237519,30.8319059046492,0.0,26.0,16,0.608218759547816
1,1671,122.299437237519,30.8319059046492,0.0,26.0,15,0.000476498493884
101,2017,122.299437237519,30.8319059046492,0.0,26.0,12,0.0115161996903227
112,2017,122.299437237519,30.8319059046492,0.0,26.0,0,0.0104195166300477
23,1677,122.299437237519,30.8319059046492,0.0,26.0,3,0.0415420885476191
12,1677,122.299437237519,30.8319059046492,0.0,26.0,0,0.0267127206606561
101,1518,122.299437237519,30.8319059046492,0.0,26.0,12,0.0089412780537712
41,1518,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
79,1518,122.299437237519,30.8319059046492,0.0,26.0,1,0.0044286454322716
49,1482,122.299437237519,30.8319059046492,0.0,26.0,13,0.0415703142623727
33,1671,122.299437237519,30.8319059046492,0.0,26.0,0,0.2744653382832032
79,26,122.299437237519,30.8319059046492,0.0,26.0,1,0.0026963668183409
90,26,122.299437237519,30.8319059046492,0.0,26.0,1,0.0093921316065803
78,215,122.299437237519,30.8319059046492,0.0,26.0,5,0.2807093138879681
156,215,122.299437237519,30.8319059046492,0.0,26.0,2,0.5447081545064378
134,1952,274.70898193692403,26.637510770071906,0.0,28.2,17,0.5495102254859685
134,1903,274.70898193692403,26.637510770071906,0.0,28.2,17,0.5610765277849756
134,1325,122.299437237519,30.8319059046492,0.0,26.0,17,0.5770451298563336
78,566,122.299437237519,30.8319059046492,0.0,26.0,5,0.3431799243538949
145,566,122.299437237519,30.8319059046492,0.0,26.0,18,0.0008424190164513
90,566,122.299437237519,30.8319059046492,0.0,26.0,1,0.0064636611830591
23,1766,122.299437237519,30.8319059046492,0.0,26.0,3,0.0154825380051803
123,1766,122.299437237519,30.8319059046492,0.0,26.0,16,0.3553858166140484
112,1766,122.299437237519,30.8319059046492,0.0,26.0,0,0.0419692400939465
0,41,122.299437237519,30.8319059046492,0.0,26.0,14,0.0282094788131089
23,573,205.418372203713,13.359018817510336,0.0,15.4,3,0.1424535236990368
0,1768,93.6771974435832,15.047884084971097,0.0,14.0,14,0.0570514818423383
1,667,122.299437237519,30.8319059046492,0.0,26.0,15,0.0001733850412809
12,667,122.299437237519,30.8319059046492,0.0,26.0,0,0.0235192363057807
90,188,122.299437237519,30.8319059046492,0.0,26.0,1,0.011527238361918
90,1430,122.299437237519,30.8319059046492,0.0,26.0,1,0.0047602380119005
41,1749,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
1,1749,122.299437237519,30.8319059046492,0.0,26.0,15,0.0018930938182172
33,1749,122.299437237519,30.8319059046492,0.0,26.0,0,0.0433372225168573
0,1557,122.299437237519,30.8319059046492,0.0,26.0,14,0.0137770902232063
134,1557,122.299437237519,30.8319059046492,0.0,26.0,17,0.570304808243325
101,1612,122.299437237519,30.8319059046492,0.0,26.0,12,0.0126033831037075
33,1705,274.70898193692403,26.637510770071906,0.0,28.2,0,0.1340422759299946
134,1705,274.70898193692403,26.637510770071906,0.0,28.2,17,0.5691127779488332
112,1705,274.70898193692403,26.637510770071906,0.0,28.2,0,0.1376619440866732
101,1705,274.70898193692403,26.637510770071906,0.0,28.2,12,0.0218418586127695
1,1705,274.70898193692403,26.637510770071906,0.0,28.2,15,0.0008232905279332
33,884,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0764282142586559
23,884,274.70898193692403,26.637510770071906,0.0,28.2,3,0.0445810671889088
123,573,205.418372203713,13.359018817510336,0.0,15.4,16,0.9009844858607462
23,1956,205.418372203713,13.359018817510336,0.0,15.4,3,0.1380743850540716
123,1956,205.418372203713,13.359018817510336,0.0,15.4,16,0.7469362121057813
134,1689,274.70898193692403,26.637510770071906,0.0,28.2,17,0.5909911377275908
134,722,274.70898193692403,26.637510770071906,0.0,28.2,17,0.5892802382965614
12,1956,205.418372203713,13.359018817510336,0.0,15.4,0,0.0549032502462307
90,534,237.30759674834,38.767233989074136,0.0,17.7,1,0.0066269980165674
134,534,237.30759674834,38.767233989074136,0.0,17.7,17,0.5759043228538983
85,534,237.30759674834,38.767233989074136,0.0,17.7,4,0.3161814581424311
23,534,237.30759674834,38.767233989074136,0.0,17.7,3,0.1091434500529325
0,1749,122.299437237519,30.8319059046492,0.0,26.0,14,0.0304231356598759
12,1749,122.299437237519,30.8319059046492,0.0,26.0,0,0.0571343283582089
101,1530,122.299437237519,30.8319059046492,0.0,26.0,12,0.01924101609841
33,1766,122.299437237519,30.8319059046492,0.0,26.0,0,0.0426074702628987
41,41,122.299437237519,30.8319059046492,0.0,26.0,0,0.0218955981513751
101,190,122.299437237519,30.8319059046492,0.0,26.0,12,0.01924101609841
0,190,122.299437237519,30.8319059046492,0.0,26.0,14,0.04680334935341
12,190,122.299437237519,30.8319059046492,0.0,26.0,0,0.0825404954920827
23,190,122.299437237519,30.8319059046492,0.0,26.0,3,0.0305821813566427
123,190,122.299437237519,30.8319059046492,0.0,26.0,16,0.413541772753505
156,190,122.299437237519,30.8319059046492,0.0,26.0,2,0.4080815450643776
49,190,122.299437237519,30.8319059046492,0.0,26.0,13,0.0487079429568166
112,190,122.299437237519,30.8319059046492,0.0,26.0,0,0.0514335934540495
1,1782,122.299437237519,30.8319059046492,0.0,26.0,15,0.0001795709703776
79,1530,122.299437237519,30.8319059046492,0.0,26.0,1,0.0048398179908995
156,1530,122.299437237519,30.8319059046492,0.0,26.0,2,0.4091545064377682
145,1530,122.299437237519,30.8319059046492,0.0,26.0,18,0.0017225613275123
49,1530,122.299437237519,30.8319059046492,0.0,26.0,13,0.0292075753313551
75,1530,122.299437237519,30.8319059046492,0.0,26.0,0,0.0523524509432532
33,1557,122.299437237519,30.8319059046492,0.0,26.0,0,0.0192478218046821
1,1612,122.299437237519,30.8319059046492,0.0,26.0,15,0.0001733850412809
12,1612,122.299437237519,30.8319059046492,0.0,26.0,0,0.0248878854458671
23,41,122.299437237519,30.8319059046492,0.0,26.0,3,0.0183301554666008
123,41,122.299437237519,30.8319059046492,0.0,26.0,16,0.3004005839019589
78,41,122.299437237519,30.8319059046492,0.0,26.0,5,0.3176238077684398
79,1766,122.299437237519,30.8319059046492,0.0,26.0,1,0.0008689030451522
34,1586,93.6771974435832,15.047884084971097,0.0,14.0,11,7.077544663039635e-07
7,1586,93.6771974435832,15.047884084971097,0.0,14.0,11,2.020130424603201e-08
0,573,205.418372203713,13.359018817510336,0.0,15.4,14,0.0204553275553587
101,41,122.299437237519,30.8319059046492,0.0,26.0,12,0.0209576305227777
145,190,122.299437237519,30.8319059046492,0.0,26.0,18,0.0007544047853452
90,190,122.299437237519,30.8319059046492,0.0,26.0,1,0.0035818410920546
58,190,122.299437237519,30.8319059046492,0.0,26.0,11,0.0002658055715896
0,1782,122.299437237519,30.8319059046492,0.0,26.0,14,0.0360011556598759
134,1782,122.299437237519,30.8319059046492,0.0,26.0,17,0.593635255030091
75,1782,122.299437237519,30.8319059046492,0.0,26.0,0,0.0286394726873247
152,1586,93.6771974435832,15.047884084971097,0.0,14.0,11,7.077544663039635e-07
112,1853,93.6771974435832,15.047884084971097,0.0,14.0,0,0.0377210394726873
123,1853,93.6771974435832,15.047884084971097,0.0,14.0,16,0.5237125301286621
33,1580,93.6771974435832,15.047884084971097,0.0,14.0,0,0.0397454352602469
0,1580,93.6771974435832,15.047884084971097,0.0,14.0,14,0.0312423463241806
33,41,122.299437237519,30.8319059046492,0.0,26.0,0,0.0385220092431244
12,41,122.299437237519,30.8319059046492,0.0,26.0,0,0.0590496249715887
41,190,122.299437237519,30.8319059046492,0.0,26.0,0,0.0216430638684748
79,190,122.299437237519,30.8319059046492,0.0,26.0,1,0.0012877003850192
101,1782,122.299437237519,30.8319059046492,0.0,26.0,12,0.0269657810080646
58,1782,122.299437237519,30.8319059046492,0.0,26.0,11,0.0003278271197134
117,1586,93.6771974435832,15.047884084971097,0.0,14.0,11,7.088070605778357e-05
122,1586,93.6771974435832,15.047884084971097,0.0,14.0,11,3.533456198823493e-07
141,1586,93.6771974435832,15.047884084971097,0.0,14.0,11,1.0621633127255776e-06
112,1715,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0538222592620653
112,1492,274.70898193692403,26.637510770071906,0.0,28.2,0,0.2953496477005833
112,832,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0549284036669444
112,1679,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0143677551329646
112,1781,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0616198196833093
112,1696,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0527555117811955
65,1562,274.70898193692403,26.637510770071906,0.0,28.2,4,0.0844617591812896
65,119,274.70898193692403,26.637510770071906,0.0,28.2,4,0.1890331863367205
65,1571,274.70898193692403,26.637510770071906,0.0,28.2,4,0.1622545814183537
23,2122,122.299437237519,30.8319059046492,0.0,26.0,3,0.0721960590623761
145,2122,122.299437237519,30.8319059046492,0.0,26.0,18,0.0015160677063883
79,1870,122.299437237519,30.8319059046492,0.0,26.0,1,0.0927994399719985
156,1870,122.299437237519,30.8319059046492,0.0,26.0,2,0.7505193133047211
49,1870,122.299437237519,30.8319059046492,0.0,26.0,13,0.0040024971895995
112,1870,122.299437237519,30.8319059046492,0.0,26.0,0,0.1662495643609364
23,1721,122.299437237519,30.8319059046492,0.0,26.0,3,0.0291225641938651
145,1509,122.299437237519,30.8319059046492,0.0,26.0,18,0.0046710278850919
49,1509,122.299437237519,30.8319059046492,0.0,26.0,13,0.1182050465224526
75,1509,122.299437237519,30.8319059046492,0.0,26.0,0,0.0257960148496098
112,1509,122.299437237519,30.8319059046492,0.0,26.0,0,0.2408070308356693
101,1374,122.299437237519,30.8319059046492,0.0,26.0,12,0.0143771607884066
79,1374,122.299437237519,30.8319059046492,0.0,26.0,1,0.0012877003850192
134,1870,122.299437237519,30.8319059046492,0.0,26.0,17,0.5114380470562047
33,1870,122.299437237519,30.8319059046492,0.0,26.0,0,0.2341334949617395
58,1721,122.299437237519,30.8319059046492,0.0,26.0,11,4.725347325693239e-05
145,1115,122.299437237519,30.8319059046492,0.0,26.0,18,0.0011504654304977
90,1115,122.299437237519,30.8319059046492,0.0,26.0,1,0.0017267483374168
23,1505,122.299437237519,30.8319059046492,0.0,26.0,3,0.0348177416853797
58,526,122.299437237519,30.8319059046492,0.0,26.0,11,0.0001949238023053
41,526,122.299437237519,30.8319059046492,0.0,26.0,0,0.0239159633305553
156,1005,122.299437237519,30.8319059046492,0.0,26.0,2,0.4492145922746781
101,2173,122.299437237519,30.8319059046492,0.0,26.0,12,0.0416999975967398
90,1307,122.299437237519,30.8319059046492,0.0,26.0,1,0.020394399719986
145,1721,122.299437237519,30.8319059046492,0.0,26.0,18,0.0015905365860282
49,1721,122.299437237519,30.8319059046492,0.0,26.0,13,0.0055780698972879
90,1721,122.299437237519,30.8319059046492,0.0,26.0,1,0.0105938676933846
58,1115,122.299437237519,30.8319059046492,0.0,26.0,11,8.860114837886426e-05
33,1115,122.299437237519,30.8319059046492,0.0,26.0,0,0.0047116296689143
0,1505,122.299437237519,30.8319059046492,0.0,26.0,14,0.0078447298494242
123,1505,122.299437237519,30.8319059046492,0.0,26.0,16,0.6713412771157952
156,1374,122.299437237519,30.8319059046492,0.0,26.0,2,0.5064377682403434
145,1374,122.299437237519,30.8319059046492,0.0,26.0,18,0.001458518634194
49,1374,122.299437237519,30.8319059046492,0.0,26.0,13,0.3206678552365365
75,1374,122.299437237519,30.8319059046492,0.0,26.0,0,0.0175349950753845
101,1614,122.299437237519,30.8319059046492,0.0,26.0,12,0.0196701697045019
58,1614,122.299437237519,30.8319059046492,0.0,26.0,11,0.0003654830596457
134,1721,122.299437237519,30.8319059046492,0.0,26.0,17,0.5879220952209477
123,1721,122.299437237519,30.8319059046492,0.0,26.0,16,0.5974776793291913
0,1115,122.299437237519,30.8319059046492,0.0,26.0,14,0.0027978086873339
12,1115,122.299437237519,30.8319059046492,0.0,26.0,0,0.0192750056822486
79,1648,122.299437237519,30.8319059046492,0.0,26.0,1,0.0552701435071753
1,392,122.299437237519,30.8319059046492,0.0,26.0,15,0.0009210087927901
58,2122,122.299437237519,30.8319059046492,0.0,26.0,11,0.0001063215906999
156,2122,122.299437237519,30.8319059046492,0.0,26.0,2,0.6736566523605151
90,2122,122.299437237519,30.8319059046492,0.0,26.0,1,0.0047063913195659
101,1870,122.299437237519,30.8319059046492,0.0,26.0,12,0.0374697446707705
41,1721,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
79,1115,122.299437237519,30.8319059046492,0.0,26.0,1,0.0011696730836541
123,1115,122.299437237519,30.8319059046492,0.0,26.0,16,0.5378619682927659
49,1115,122.299437237519,30.8319059046492,0.0,26.0,13,0.0228806508576143
101,1505,122.299437237519,30.8319059046492,0.0,26.0,12,0.007796862715478
79,1505,122.299437237519,30.8319059046492,0.0,26.0,1,0.0055479593979698
101,1648,122.299437237519,30.8319059046492,0.0,26.0,12,0.0264650445804766
145,1648,122.299437237519,30.8319059046492,0.0,26.0,18,0.0464336685157146
101,57,122.299437237519,30.8319059046492,0.0,26.0,12,0.0075107545893686
79,1614,122.299437237519,30.8319059046492,0.0,26.0,1,0.0074325236261813
145,1614,122.299437237519,30.8319059046492,0.0,26.0,18,0.0023386541556051
112,1614,122.299437237519,30.8319059046492,0.0,26.0,0,0.0563827562694143
156,1509,122.299437237519,30.8319059046492,0.0,26.0,2,0.5143047210300429
0,1374,122.299437237519,30.8319059046492,0.0,26.0,14,0.2455381629760849
134,1374,122.299437237519,30.8319059046492,0.0,26.0,17,0.6294067403340559
0,1614,122.299437237519,30.8319059046492,0.0,26.0,14,0.0611915306820194
134,1614,122.299437237519,30.8319059046492,0.0,26.0,17,0.610226002349096
12,392,122.299437237519,30.8319059046492,0.0,26.0,0,0.0267469353738919
41,1870,122.299437237519,30.8319059046492,0.0,26.0,0,0.0928606712629744
0,1870,122.299437237519,30.8319059046492,0.0,26.0,14,0.1208882728786536
101,1721,122.299437237519,30.8319059046492,0.0,26.0,12,0.0110870460842308
1,1721,122.299437237519,30.8319059046492,0.0,26.0,15,0.0002847327406431
23,1115,122.299437237519,30.8319059046492,0.0,26.0,3,0.0030869337989099
156,1115,122.299437237519,30.8319059046492,0.0,26.0,2,0.2494991416309013
112,1115,122.299437237519,30.8319059046492,0.0,26.0,0,0.0041223426017122
156,1505,122.299437237519,30.8319059046492,0.0,26.0,2,0.4278240343347639
33,1307,122.299437237519,30.8319059046492,0.0,26.0,0,0.0501747102053185
12,1307,122.299437237519,30.8319059046492,0.0,26.0,0,0.0709099174179862
12,2122,122.299437237519,30.8319059046492,0.0,26.0,0,0.0299555117811955
112,2122,122.299437237519,30.8319059046492,0.0,26.0,0,0.0148028487006591
58,1870,122.299437237519,30.8319059046492,0.0,26.0,11,0.0004784508794426
156,1721,122.299437237519,30.8319059046492,0.0,26.0,2,0.2758227467811158
33,1721,122.299437237519,30.8319059046492,0.0,26.0,0,0.0145370406849003
58,1505,122.299437237519,30.8319059046492,0.0,26.0,11,5.906705421647333e-05
41,1505,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
58,1648,122.299437237519,30.8319059046492,0.0,26.0,11,0.0001949238023053
156,1648,122.299437237519,30.8319059046492,0.0,26.0,2,0.7176695278969957
41,1754,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
23,1374,122.299437237519,30.8319059046492,0.0,26.0,3,0.1698531480981616
58,1614,122.299437237519,30.8319059046492,0.0,26.0,11,0.0001151818118604
156,1614,122.299437237519,30.8319059046492,0.0,26.0,2,0.4889141630901287
41,1509,122.299437237519,30.8319059046492,0.0,26.0,0,0.0279566633835896
41,1374,122.299437237519,30.8319059046492,0.0,26.0,0,0.0145718008940071
23,2091,122.299437237519,30.8319059046492,0.0,26.0,3,0.0754742391785023
123,2091,122.299437237519,30.8319059046492,0.0,26.0,16,0.7025868214685818
49,2091,122.299437237519,30.8319059046492,0.0,26.0,13,0.0137217153283926
112,2091,122.299437237519,30.8319059046492,0.0,26.0,0,0.0265963482081975
33,388,122.299437237519,30.8319059046492,0.0,26.0,0,0.2328058186226229
90,1505,122.299437237519,30.8319059046492,0.0,26.0,1,0.0066269933496674
41,1648,122.299437237519,30.8319059046492,0.0,26.0,0,0.0340177286158042
101,1115,122.299437237519,30.8319059046492,0.0,26.0,12,0.0029331275684843
41,1115,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
33,1505,122.299437237519,30.8319059046492,0.0,26.0,0,0.0117027956663383
23,1648,122.299437237519,30.8319059046492,0.0,26.0,3,0.1135942821371345
123,1648,122.299437237519,30.8319059046492,0.0,26.0,16,0.6839257222391959
134,1754,122.299437237519,30.8319059046492,0.0,26.0,17,0.6045644805955075
49,1754,122.299437237519,30.8319059046492,0.0,26.0,13,0.0231389568685745
112,1754,122.299437237519,30.8319059046492,0.0,26.0,0,0.0020878581710735
90,1754,122.299437237519,30.8319059046492,0.0,26.0,1,0.0026601330066503
58,57,122.299437237519,30.8319059046492,0.0,26.0,11,4.4300042576162505e-05
23,57,122.299437237519,30.8319059046492,0.0,26.0,3,0.4110876918924196
134,1648,122.299437237519,30.8319059046492,0.0,26.0,17,0.5753342304253041
49,1648,122.299437237519,30.8319059046492,0.0,26.0,13,0.0029700411598352
75,1648,122.299437237519,30.8319059046492,0.0,26.0,0,0.0180131525115539
58,627,122.299437237519,30.8319059046492,0.0,26.0,11,0.0002303646869475
112,1723,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0028093037351314
112,207,122.299437237519,30.8319059046492,0.0,26.0,0,0.0118868399121145
23,1059,122.299437237519,30.8319059046492,0.0,26.0,3,0.2357794292474774
156,1059,122.299437237519,30.8319059046492,0.0,26.0,2,0.5316180257510729
33,1059,122.299437237519,30.8319059046492,0.0,26.0,0,0.1400351541783468
123,207,122.299437237519,30.8319059046492,0.0,26.0,16,0.7783956275248668
0,1059,122.299437237519,30.8319059046492,0.0,26.0,14,0.0902777441275464
123,1059,122.299437237519,30.8319059046492,0.0,26.0,16,0.7877923753267475
1,2,122.299437237519,30.8319059046492,0.0,26.0,15,0.0014848181075378
79,1717,122.299437237519,30.8319059046492,0.0,26.0,1,0.0111674063703185
12,1717,122.299437237519,30.8319059046492,0.0,26.0,0,0.1361481930449276
112,1717,122.299437237519,30.8319059046492,0.0,26.0,0,0.1068529434048033
134,1575,122.299437237519,30.8319059046492,0.0,26.0,17,0.5532480741338323
156,1575,122.299437237519,30.8319059046492,0.0,26.0,2,0.4502875536480686
0,491,122.299437237519,30.8319059046492,0.0,26.0,14,0.1479631618069087
80,788,122.299437237519,30.8319059046492,0.0,26.0,12,0.3619910667385356
0,2156,122.299437237519,30.8319059046492,0.0,26.0,14,0.0077561976917626
12,2156,122.299437237519,30.8319059046492,0.0,26.0,0,0.0256773088870368
41,2182,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
33,2182,122.299437237519,30.8319059046492,0.0,26.0,0,0.0134296537616486
33,207,122.299437237519,30.8319059046492,0.0,26.0,0,0.0131635729979543
0,1791,122.299437237519,30.8319059046492,0.0,26.0,14,0.0015139394756421
12,1791,122.299437237519,30.8319059046492,0.0,26.0,0,0.0176212440336389
90,1052,122.299437237519,30.8319059046492,0.0,26.0,1,0.3209422471123556
23,2,122.299437237519,30.8319059046492,0.0,26.0,3,0.2028523268301927
41,2,122.299437237519,30.8319059046492,0.0,26.0,0,0.0176023335101144
33,2,122.299437237519,30.8319059046492,0.0,26.0,0,0.2725742859307523
156,57,122.299437237519,30.8319059046492,0.0,26.0,2,0.5986394849785407
101,1959,122.299437237519,30.8319059046492,0.0,26.0,12,0.0062232937710929
112,2020,122.299437237519,30.8319059046492,0.0,26.0,0,0.0086998105917114
101,2156,122.299437237519,30.8319059046492,0.0,26.0,12,0.0087982154076444
145,2156,122.299437237519,30.8319059046492,0.0,26.0,18,0.0013705044030879
79,2182,122.299437237519,30.8319059046492,0.0,26.0,1,0.0004539180959047
41,207,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
79,207,122.299437237519,30.8319059046492,0.0,26.0,1,0.0015275463773188
41,1059,122.299437237519,30.8319059046492,0.0,26.0,0,0.0317448291537237
79,1059,122.299437237519,30.8319059046492,0.0,26.0,1,0.0498562128106405
101,1791,122.299437237519,30.8319059046492,0.0,26.0,12,0.0027900649223575
90,2182,122.299437237519,30.8319059046492,0.0,26.0,1,0.0026601330066503
58,207,122.299437237519,30.8319059046492,0.0,26.0,11,8.269457054440166e-05
156,207,122.299437237519,30.8319059046492,0.0,26.0,2,0.476038626609442
145,207,122.299437237519,30.8319059046492,0.0,26.0,18,0.0026907110800296
90,207,122.299437237519,30.8319059046492,0.0,26.0,1,0.0021934476723836
58,1059,122.299437237519,30.8319059046492,0.0,26.0,11,0.0001151818118604
90,1059,122.299437237519,30.8319059046492,0.0,26.0,1,0.0518959747987399
156,1791,122.299437237519,30.8319059046492,0.0,26.0,2,0.5784678111587983
112,1791,122.299437237519,30.8319059046492,0.0,26.0,0,0.0024685961057655
33,1052,122.299437237519,30.8319059046492,0.0,26.0,0,0.2417704371543298
58,2,122.299437237519,30.8319059046492,0.0,26.0,11,7.088070605778357e-05
123,57,122.299437237519,30.8319059046492,0.0,26.0,16,0.7775571171538175
123,1509,122.299437237519,30.8319059046492,0.0,26.0,16,0.5425705265301967
78,1509,122.299437237519,30.8319059046492,0.0,26.0,5,0.1916501197265341
78,1374,122.299437237519,30.8319059046492,0.0,26.0,5,0.1650615360310266
90,1374,122.299437237519,30.8319059046492,0.0,26.0,1,0.0029984879243962
1,1614,122.299437237519,30.8319059046492,0.0,26.0,15,0.0001610129391821
90,1614,122.299437237519,30.8319059046492,0.0,26.0,1,0.0121922716135806
0,2091,122.299437237519,30.8319059046492,0.0,26.0,14,0.0201078805969884
12,2091,122.299437237519,30.8319059046492,0.0,26.0,0,0.0586695961815289
1,388,122.299437237519,30.8319059046492,0.0,26.0,15,0.0002599885364455
90,388,122.299437237519,30.8319059046492,0.0,26.0,1,0.0039435351767588
1,1614,122.299437237519,30.8319059046492,0.0,26.0,15,0.0001548270100854
90,1614,122.299437237519,30.8319059046492,0.0,26.0,1,0.0117022471123556
23,686,122.299437237519,30.8319059046492,0.0,26.0,3,0.1324271627201773
123,686,122.299437237519,30.8319059046492,0.0,26.0,16,0.5162915436059341
156,1831,122.299437237519,30.8319059046492,0.0,26.0,2,0.4613733905579399
145,1831,122.299437237519,30.8319059046492,0.0,26.0,18,0.0057051934031761
49,1831,122.299437237519,30.8319059046492,0.0,26.0,13,0.0175055736170497
75,1831,122.299437237519,30.8319059046492,0.0,26.0,0,0.0466911129631032
90,1831,122.299437237519,30.8319059046492,0.0,26.0,1,0.0162641932096604
1,993,122.299437237519,30.8319059046492,0.0,26.0,15,0.0033467969121574
41,1959,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
12,1059,122.299437237519,30.8319059046492,0.0,26.0,0,0.1537455867868777
112,1059,122.299437237519,30.8319059046492,0.0,26.0,0,0.1219249943177513
123,1052,122.299437237519,30.8319059046492,0.0,26.0,16,0.7388532437111721
101,2,122.299437237519,30.8319059046492,0.0,26.0,12,0.0130896999701309
0,678,122.299437237519,30.8319059046492,0.0,26.0,14,0.0456524077767936
156,609,122.299437237519,30.8319059046492,0.0,26.0,2,0.5804721030042919
112,609,122.299437237519,30.8319059046492,0.0,26.0,0,0.0320403060837942
1,788,122.299437237519,30.8319059046492,0.0,26.0,15,0.0007424968597178
49,788,122.299437237519,30.8319059046492,0.0,26.0,13,0.0292930781750907
80,1460,122.299437237519,30.8319059046492,0.0,26.0,12,0.2504111291546361
41,1460,122.299437237519,30.8319059046492,0.0,26.0,0,0.0172235169331009
112,2,122.299437237519,30.8319059046492,0.0,26.0,0,0.2710617471020533
90,2,122.299437237519,30.8319059046492,0.0,26.0,1,0.0353283864193209
23,678,122.299437237519,30.8319059046492,0.0,26.0,3,0.0703295409514073
112,678,122.299437237519,30.8319059046492,0.0,26.0,0,0.0595542086521706
58,1331,122.299437237519,30.8319059046492,0.0,26.0,11,0.0001594829176631
79,1331,122.299437237519,30.8319059046492,0.0,26.0,1,0.0192691634581729
123,1331,122.299437237519,30.8319059046492,0.0,26.0,16,0.74754727229521
145,1331,122.299437237519,30.8319059046492,0.0,26.0,18,0.003174792745938
1,609,122.299437237519,30.8319059046492,0.0,26.0,15,0.0010517981926608
101,1109,122.299437237519,30.8319059046492,0.0,26.0,12,0.0105863611550755
1,1109,122.299437237519,30.8319059046492,0.0,26.0,15,0.0001177109476944
1,1959,122.299437237519,30.8319059046492,0.0,26.0,15,8.67808144001756e-05
41,2156,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
33,2156,122.299437237519,30.8319059046492,0.0,26.0,0,0.0112121221304644
0,2182,122.299437237519,30.8319059046492,0.0,26.0,14,0.0088187012187776
12,2182,122.299437237519,30.8319059046492,0.0,26.0,0,0.0270305629214334
0,207,122.299437237519,30.8319059046492,0.0,26.0,14,0.0087301455341009
41,1791,122.299437237519,30.8319059046492,0.0,26.0,0,0.0302295628456701
33,1791,122.299437237519,30.8319059046492,0.0,26.0,0,0.0037846200469732
156,1052,122.299437237519,30.8319059046492,0.0,26.0,2,0.5378412017167382
145,1052,122.299437237519,30.8319059046492,0.0,26.0,18,0.0309872150893178
49,1052,122.299437237519,30.8319059046492,0.0,26.0,13,0.0069788785507476
75,1052,122.299437237519,30.8319059046492,0.0,26.0,0,0.0347977877111902
0,2,122.299437237519,30.8319059046492,0.0,26.0,14,0.208659096333038
1,678,122.299437237519,30.8319059046492,0.0,26.0,15,0.0002476176538738
41,1331,122.299437237519,30.8319059046492,0.0,26.0,0,0.0196226986892946
33,1331,122.299437237519,30.8319059046492,0.0,26.0,0,0.1046879309038563
134,609,122.299437237519,30.8319059046492,0.0,26.0,17,0.5727933892339133
23,1109,122.299437237519,30.8319059046492,0.0,26.0,3,0.1173034843585782
123,1109,122.299437237519,30.8319059046492,0.0,26.0,16,0.8023322130563195
0,397,122.299437237519,30.8319059046492,0.0,26.0,14,0.0131572710115146
0,1538,122.299437237519,30.8319059046492,0.0,26.0,14,0.0312199956598759
12,1538,122.299437237519,30.8319059046492,0.0,26.0,0,0.0562548677930146
12,1109,122.299437237519,30.8319059046492,0.0,26.0,0,0.0276129706795969
23,397,122.299437237519,30.8319059046492,0.0,26.0,3,0.1061761648508795
49,1331,122.299437237519,30.8319059046492,0.0,26.0,13,0.0144301674622012
23,1538,122.299437237519,30.8319059046492,0.0,26.0,3,0.1766731181190091
33,603,122.299437237519,30.8319059046492,0.0,26.0,0,0.2113484354875369
58,2043,122.299437237519,30.8319059046492,0.0,26.0,11,5.316026373670286e-05
23,2043,122.299437237519,30.8319059046492,0.0,26.0,3,0.2221156552052882
41,2043,122.299437237519,30.8319059046492,0.0,26.0,0,0.0090158345329191
33,2043,122.299437237519,30.8319059046492,0.0,26.0,0,0.4306629290097735
1,1867,122.299437237519,30.8319059046492,0.0,26.0,15,0.0003651507945218
134,1867,122.299437237519,30.8319059046492,0.0,26.0,17,0.5881914841131789
2,486,122.299437237519,30.8319059046492,0.0,26.0,13,0.0385056112824209
49,2043,122.299437237519,30.8319059046492,0.0,26.0,13,0.503487069870244
123,2043,122.299437237519,30.8319059046492,0.0,26.0,16,0.7781342295549445
